join_key,district_name,mean,se,ci_low,ci_high,n_unweighted
101,Chitipa,0.7723947179232542,0.021577568533367723,0.7301026835978535,0.8146867522486549,553
102,Karonga,0.7714329841622565,0.022471997765119964,0.7273878685426214,0.8154780997818916,558
103,Nkhata Bay,0.7909975402397706,0.021491911887870634,0.7488733929395442,0.833121687539997,587
104,Rumphi,0.7485732397254564,0.02555217846767856,0.6984909699288064,0.7986555095221064,535
105,Mzimba,0.755502725022533,0.03458144154594327,0.6877230995924842,0.8232823504525818,373
106,Likoma,0.6769410871669014,0.03286257135651134,0.6125304473081391,0.7413517270256637,348
107,Mzuzu City,0.6425282245801675,0.03150608403175717,0.5807762998779233,0.7042801492824116,167
201,Kasungu,0.7968016942373445,0.022477991839871658,0.752744830231196,0.840858558243493,546
202,Nkhotakota,0.7775696426413383,0.020611816524523055,0.7371704822532731,0.8179688030294036,545
203,Ntchisi,0.8284046124235147,0.017459795365536095,0.794183413507064,0.8626258113399654,510
204,Dowa,0.7056588117594179,0.03223680876459184,0.6424746665808179,0.768842956938018,517
205,Salima,0.8488738065749294,0.016550039482641846,0.8164357291889514,0.8813118839609074,512
206,Lilongwe Rural,0.7813676107350502,0.018252164311377633,0.7455933686847501,0.8171418527853503,358
207,Mchinji,0.7733927067188681,0.0224525967181478,0.7293856171512983,0.8173997962864378,511
208,Dedza,0.743456655198635,0.022723694809740253,0.6989182133715441,0.7879950970257259,538
209,Ntcheu,0.7645093724136556,0.01977784187609389,0.7257448023365115,0.8032739424907996,519
210,Lilongwe City,0.7015366504950261,0.04349998645308059,0.6162766770469882,0.786796623943064,231
301,Mangochi,0.8107705081584647,0.021683754939318466,0.7682703484774005,0.853270667839529,532
302,Machinga,0.7619826458145008,0.02452727260881764,0.7139091915012182,0.8100561001277834,535
303,Zomba Rural,0.795554506622437,0.03237880793270841,0.7320920430743285,0.8590169701705455,430
304,Chiradzulu,0.7186771769431657,0.028946391003174865,0.661942250576943,0.7754121033093884,518
305,Blantyre Rural,0.6720990002686849,0.03954696658488745,0.5945869457623054,0.7496110547750643,255
306,Mwanza,0.7696804205481625,0.022792873940155108,0.7250063876254585,0.8143544534708665,563
307,Thyolo,0.7110710232979202,0.020677595633844605,0.6705429358555848,0.7515991107402555,544
308,Mulanje,0.8197386509574244,0.01786192342168701,0.7847292810509179,0.8547480208639309,558
309,Phalombe,0.7429029717544526,0.023919971970482137,0.6960198266923077,0.7897861168165976,535
310,Chikwawa,0.7361037293517189,0.025685187026130287,0.6857607627805035,0.7864466959229343,520
311,Nsanje,0.7175302114088357,0.02604586124774195,0.6664803233632615,0.7685800994544099,504
312,Balaka,0.7899644908867373,0.02437144043962816,0.7421964676250661,0.8377325141484084,544
313,Neno,0.7010635853112688,0.02154736744054633,0.6588307451277979,0.7432964254947396,525
314,Zomba City,0.7244822371615918,0.04219823099312466,0.6417737044150674,0.8071907699081161,103
315,Blantyre City,0.6339956273349014,0.028593435723878312,0.5779524933161,0.6900387613537029,391
