n_raw,n_clean,share_with_any_fls,avg_n_items_nonmiss,n_lit_items,n_num_items,mean_fls_lit,mean_fls_num,mean_fls_all
17976,17976,0.6223854027592345,42.85452825990209,94,18,0.5897259216032692,0.6315097633518686,0.5944777830386749
